year,state,county,county_code,state_code,AQI,pollutant,arithmetic_mean
2016,Arizona,La Paz,012,04,71,CO,0.140116
2016,Arizona,La Paz,012,04,71,NO2,1.749444
2016,Arizona,La Paz,012,04,71,Ozone,0.050105
2016,Arizona,La Paz,012,04,71,PM10,8.0153424
2016,Arizona,La Paz,012,04,71,PM2.5,2.383565
2016,Arizona,La Paz,012,04,71,SO2,1.35122
2016,Arizona,Maricopa,013,04,76,CO,0.43412833333333334
2016,Arizona,Maricopa,013,04,76,NO2,34.49571457142857
2016,Arizona,Maricopa,013,04,76,Ozone,0.05429132
2016,Arizona,Maricopa,013,04,76,PM10,18.279515933333332
2016,Arizona,Maricopa,013,04,76,PM2.5,8.57409242857143
2016,Arizona,Maricopa,013,04,76,SO2,0.47451533333333334
2016,Arizona,Mohave,015,04,51,PM10,9.2157686
2016,Arizona,Mohave,015,04,51,PM2.5,4.56129
2016,Arizona,Navajo,017,04,71,Ozone,0.049163
2016,Arizona,Navajo,017,04,71,PM10,10.5938082
2016,Arizona,Pima,019,04,72,CO,0.2409208
2016,Arizona,Pima,019,04,72,NO2,18.056606000000002
2016,Arizona,Pima,019,04,72,Ozone,0.048623375
2016,Arizona,Pima,019,04,72,PM10,14.04023735
2016,Arizona,Pima,019,04,72,PM2.5,5.7208235
2016,Arizona,Pima,019,04,72,SO2,0.079235
2016,Arizona,Pinal,021,04,72,Ozone,0.0517378
2016,Arizona,Pinal,021,04,72,PM10,27.914919783333332
2016,Arizona,Pinal,021,04,72,PM2.5,10.5376355
2016,Arizona,Santa Cruz,023,04,51,PM10,22.813259399999996
2016,Arizona,Santa Cruz,023,04,51,PM2.5,9.945449
2016,Arizona,Yavapai,025,04,70,Ozone,0.048462
2016,Arizona,Yuma,027,04,70,Ozone,0.048418
2016,Arizona,Yuma,027,04,70,PM10,28.142273999999997
2016,Arizona,Yuma,027,04,70,PM2.5,8.271714
2017,Arizona,Apache,001,04,51,PM10,9.7380822
2017,Arizona,Apache,001,04,51,PM2.5,2.6699425
2017,Arizona,Cochise,003,04,72,Ozone,0.050969
2017,Arizona,Cochise,003,04,72,PM10,13.935537
2017,Arizona,Cochise,003,04,72,PM2.5,5.701832
2017,Arizona,Coconino,005,04,72,Ozone,0.051519499999999996
2017,Arizona,Gila,007,04,72,Ozone,0.05240966666666667
2017,Arizona,Gila,007,04,72,PM10,14.6291352
2017,Arizona,Gila,007,04,72,SO2,4.0460375
2017,Arizona,La Paz,012,04,71,CO,0.148385
2017,Arizona,La Paz,012,04,71,Ozone,0.050169
2017,Arizona,La Paz,012,04,71,PM10,8.2380684
2017,Arizona,La Paz,012,04,71,PM2.5,5.579023
2017,Arizona,Maricopa,013,04,75,CO,0.380903375
2017,Arizona,Maricopa,013,04,75,NO2,35.0392515
2017,Arizona,Maricopa,013,04,75,Ozone,0.054852859375
2017,Arizona,Maricopa,013,04,75,PM10,21.190906668292683
2017,Arizona,Maricopa,013,04,75,PM2.5,8.136020461538461
2017,Arizona,Maricopa,013,04,75,SO2,1.034719
2017,Arizona,Mohave,015,04,51,PM10,11.531999999999998
2017,Arizona,Navajo,017,04,72,Ozone,0.050751
2017,Arizona,Navajo,017,04,72,PM10,11.1236154
2017,Arizona,Pima,019,04,72,CO,0.2173886
2017,Arizona,Pima,019,04,72,NO2,19.6247945
2017,Arizona,Pima,019,04,72,Ozone,0.050754375
2017,Arizona,Pima,019,04,72,PM10,15.974761585714285
2017,Arizona,Pima,019,04,72,PM2.5,6.8229308
2017,Arizona,Pima,019,04,72,SO2,0.093425
2017,Arizona,Pinal,021,04,73,Ozone,0.05325922222222222
2017,Arizona,Pinal,021,04,73,PM10,30.17897405625
2017,Arizona,Pinal,021,04,73,PM2.5,12.205895375
2017,Arizona,Santa Cruz,023,04,51,PM10,21.843287399999998
2017,Arizona,Santa Cruz,023,04,51,PM2.5,8.8117905
2017,Arizona,Yavapai,025,04,73,Ozone,0.054402
2017,Arizona,Yuma,027,04,71,Ozone,0.050236
2017,Arizona,Yuma,027,04,71,PM10,25.103013599999997
2017,Arizona,Yuma,027,04,71,PM2.5,8.54137
2018,Arizona,Apache,001,04,51,PM10,9.0403362
2018,Arizona,Apache,001,04,51,PM2.5,2.1814074999999997
2018,Arizona,Cochise,003,04,72,Ozone,0.050509
2018,Arizona,Cochise,003,04,72,PM10,11.8977615
2018,Arizona,Cochise,003,04,72,PM2.5,5.54029
2018,Arizona,Coconino,005,04,72,Ozone,0.0514635
2018,Arizona,Gila,007,04,73,Ozone,0.055153
2018,Arizona,Gila,007,04,73,PM10,14.6769826
2018,Arizona,Gila,007,04,73,SO2,3.7170246666666666
2018,Arizona,La Paz,012,04,72,CO,0.140681
2018,Arizona,La Paz,012,04,72,Ozone,0.051803
2018,Arizona,La Paz,012,04,72,PM10,8.6416902
2018,Arizona,La Paz,012,04,72,PM2.5,5.077208
2018,Arizona,Maricopa,013,04,74,CO,0.35800975
2018,Arizona,Maricopa,013,04,74,NO2,33.38000666666667
2018,Arizona,Maricopa,013,04,74,Ozone,0.0539769393939394
2018,Arizona,Maricopa,013,04,74,PM10,20.246626160655737
2018,Arizona,Maricopa,013,04,74,PM2.5,8.295724310344827
2018,Arizona,Maricopa,013,04,74,SO2,0.809325
2018,Arizona,Mohave,015,04,51,PM10,11.9585634
2018,Arizona,Navajo,017,04,72,Ozone,0.051275
2018,Arizona,Navajo,017,04,72,PM10,9.0854598
2018,Arizona,Pima,019,04,72,CO,0.22733799999999998
2018,Arizona,Pima,019,04,72,NO2,19.464475
2018,Arizona,Pima,019,04,72,Ozone,0.05093364285714286
2018,Arizona,Pima,019,04,72,PM10,13.40568126
2018,Arizona,Pima,019,04,72,PM2.5,5.297333
2018,Arizona,Pima,019,04,72,SO2,0.129888
2018,Arizona,Pinal,021,04,74,Ozone,0.052290222222222224
2018,Arizona,Pinal,021,04,74,PM10,28.19512128
2018,Arizona,Pinal,021,04,74,PM2.5,9.923219666666666
2018,Arizona,Santa Cruz,023,04,51,PM10,20.418132
2018,Arizona,Santa Cruz,023,04,51,PM2.5,8.699938
2018,Arizona,Yavapai,025,04,71,Ozone,0.050181
2018,Arizona,Yuma,027,04,72,Ozone,0.051126
2018,Arizona,Yuma,027,04,72,PM10,25.4346154
2018,Arizona,Yuma,027,04,72,PM2.5,8.656546
2019,Arizona,Apache,001,04,51,PM10,7.313649
2019,Arizona,Apache,001,04,51,PM2.5,2.1705699999999997
2019,Arizona,Cochise,003,04,72,Ozone,0.050867
2019,Arizona,Cochise,003,04,72,PM10,11.3243487
2019,Arizona,Cochise,003,04,72,PM2.5,5.072269
2019,Arizona,Coconino,005,04,72,Ozone,0.050311999999999996
2019,Arizona,Gila,007,04,74,Ozone,0.055873
2019,Arizona,Gila,007,04,74,PM10,11.7344844
2019,Arizona,Gila,007,04,74,SO2,2.930059
2019,Arizona,La Paz,012,04,71,Ozone,0.050097
2019,Arizona,La Paz,012,04,71,PM10,6.8713482
2019,Arizona,La Paz,012,04,71,PM2.5,3.259429
2019,Arizona,Maricopa,013,04,74,CO,0.331588125
2019,Arizona,Maricopa,013,04,74,NO2,30.698980166666665
2019,Arizona,Maricopa,013,04,74,Ozone,0.05372255813953489
2019,Arizona,Maricopa,013,04,74,PM10,17.08391305
2019,Arizona,Maricopa,013,04,74,PM2.5,6.758241076923077
2019,Arizona,Maricopa,013,04,74,SO2,0.713078
2019,Arizona,Mohave,015,04,51,PM10,9.6263736
2019,Arizona,Navajo,017,04,71,Ozone,0.050101
2019,Arizona,Navajo,017,04,71,PM10,7.877364
2019,Arizona,Pima,019,04,72,CO,0.1983705
2019,Arizona,Pima,019,04,72,NO2,17.402354000000003
2019,Arizona,Pima,019,04,72,Ozone,0.049288625
2019,Arizona,Pima,019,04,72,PM10,11.4186369
2019,Arizona,Pima,019,04,72,PM2.5,3.934556
2019,Arizona,Pima,019,04,72,SO2,0.107263
2019,Arizona,Pinal,021,04,73,Ozone,0.0522178
2019,Arizona,Pinal,021,04,73,PM10,21.826278199999997
2019,Arizona,Pinal,021,04,73,PM2.5,8.378261
2019,Arizona,Santa Cruz,023,04,51,PM10,19.0895184
2019,Arizona,Santa Cruz,023,04,51,PM2.5,8.5909255
2019,Arizona,Yavapai,025,04,71,Ozone,0.050112
2019,Arizona,Yuma,027,04,71,Ozone,0.050301
2019,Arizona,Yuma,027,04,71,PM10,21.0098628
2019,Arizona,Yuma,027,04,71,PM2.5,7.930685
2020,Arizona,Apache,001,04,51,PM10,9.8585634
2020,Arizona,Apache,001,04,51,PM2.5,2.9742015
2020,Arizona,Cochise,003,04,71,Ozone,0.050337
2020,Arizona,Cochise,003,04,71,PM10,15.3132597
2020,Arizona,Coconino,005,04,71,Ozone,0.049306
2020,Arizona,Gila,007,04,73,Ozone,0.053523
2020,Arizona,Gila,007,04,73,PM10,11.9422492
2020,Arizona,Gila,007,04,73,SO2,1.5452916666666667
2020,Arizona,La Paz,012,04,72,Ozone,0.050781
2020,Arizona,La Paz,012,04,72,PM10,9.8460672
2020,Arizona,La Paz,012,04,72,PM2.5,4.239888
2020,Arizona,Maricopa,013,04,97,CO,0.392423125
2020,Arizona,Maricopa,013,04,97,NO2,29.7946272
2020,Arizona,Maricopa,013,04,97,Ozone,0.05470239705882353
2020,Arizona,Maricopa,013,04,97,PM10,20.30028815121951
2020,Arizona,Maricopa,013,04,97,PM2.5,8.925004
2020,Arizona,Maricopa,013,04,97,SO2,0.6080573333333333
2020,Arizona,Mohave,015,04,51,PM10,12.790986
2020,Arizona,Navajo,017,04,71,Ozone,0.04924
2020,Arizona,Navajo,017,04,71,PM10,8.4249306
2020,Arizona,Pima,019,04,72,CO,0.188048
2020,Arizona,Pima,019,04,72,NO2,17.004499
2020,Arizona,Pima,019,04,72,Ozone,0.0505825
2020,Arizona,Pima,019,04,72,PM10,14.56478112
2020,Arizona,Pima,019,04,72,PM2.5,5.367332666666667
2020,Arizona,Pima,019,04,72,SO2,0.086066
2020,Arizona,Pinal,021,04,74,Ozone,0.05392314285714286
2020,Arizona,Pinal,021,04,74,PM10,27.041240978571427
2020,Arizona,Pinal,021,04,74,PM2.5,12.6673345
2020,Arizona,Santa Cruz,023,04,51,PM10,24.8566572
2020,Arizona,Santa Cruz,023,04,51,PM2.5,9.892210500000001
2020,Arizona,Yavapai,025,04,72,Ozone,0.052033
2020,Arizona,Yuma,027,04,71,Ozone,0.049211
2020,Arizona,Yuma,027,04,71,PM10,24.894886200000002
2020,Arizona,Yuma,027,04,71,PM2.5,9.091761
2021,Arizona,Apache,001,04,51,PM10,9.664225199999999
2021,Arizona,Apache,001,04,51,PM2.5,3.0631515
2021,Arizona,Cochise,003,04,72,Ozone,0.050676
2021,Arizona,Cochise,003,04,72,PM10,15.9680094
2021,Arizona,Coconino,005,04,72,Ozone,0.050936999999999996
2021,Arizona,Gila,007,04,73,Ozone,0.054613
2021,Arizona,Gila,007,04,73,PM10,12.928676999999999
2021,Arizona,Gila,007,04,73,SO2,0.9053006666666666
2021,Arizona,La Paz,012,04,72,Ozone,0.052642
2021,Arizona,La Paz,012,04,72,PM10,8.913183
2021,Arizona,La Paz,012,04,72,PM2.5,3.923362
2021,Arizona,Maricopa,013,04,95,CO,0.36970655555555554
2021,Arizona,Maricopa,013,04,95,NO2,31.090217833333334
2021,Arizona,Maricopa,013,04,95,Ozone,0.05627818181818182
2021,Arizona,Maricopa,013,04,95,PM10,19.547565113207547
2021,Arizona,Maricopa,013,04,95,PM2.5,8.962893571428571
2021,Arizona,Maricopa,013,04,95,SO2,0.38863533333333333
2021,Arizona,Mohave,015,04,51,PM10,13.178512199999998
2021,Arizona,Navajo,017,04,71,Ozone,0.050382
2021,Arizona,Navajo,017,04,71,PM10,9.725217599999999
2021,Arizona,Pima,019,04,72,CO,0.2061865
2021,Arizona,Pima,019,04,72,NO2,18.0606875
2021,Arizona,Pima,019,04,72,Ozone,0.051300625
2021,Arizona,Pima,019,04,72,PM10,14.598139139999999
2021,Arizona,Pima,019,04,72,PM2.5,6.227389666666666
2021,Arizona,Pima,019,04,72,SO2,0.075275
2021,Arizona,Pinal,021,04,76,Ozone,0.05658016666666667
2021,Arizona,Pinal,021,04,76,PM10,23.23385398235294
2021,Arizona,Pinal,021,04,76,PM2.5,9.891046666666666
2021,Arizona,Santa Cruz,023,04,51,PM10,26.848739399999996
2021,Arizona,Santa Cruz,023,04,51,PM2.5,9.8182785
2021,Arizona,Yavapai,025,04,71,Ozone,0.049341
2021,Arizona,Yuma,027,04,72,Ozone,0.050566
2021,Arizona,Yuma,027,04,72,PM10,24.049014
2021,Arizona,Yuma,027,04,72,PM2.5,9.233898
